location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_fullnames
South Dakota,SD,0,2024-11-23,2024-11-23,CovidHub-ensemble,16.6838118362427,30.5819700402308,33.54,37.78,49.1986058425903,17,31,34,38,49,NA,NA
South Dakota,SD,1,2024-11-23,2024-11-30,CovidHub-ensemble,15.8421783447266,32.699867272917,37.745,44.425,64.697452545166,16,33,38,44,65,NA,NA
South Dakota,SD,2,2024-11-23,2024-12-07,CovidHub-ensemble,20.7759466171265,34.6801068002164,42.9107738733292,53.5782563894808,78.5424165725708,21,35,43,54,79,NA,NA
South Dakota,SD,3,2024-11-23,2024-12-14,CovidHub-ensemble,17.1456301879883,34.7855587460136,48.9740189313889,64.3343161319161,96.3042446899414,17,35,49,64,96,NA,NA
Tennessee,TN,-1,2024-11-23,2024-11-16,CovidHub-ensemble,59.4577391186887,161.066001167108,200.882943464416,227.780018737266,335.982147917214,59,161,201,228,336,NA,NA
Tennessee,TN,0,2024-11-23,2024-11-23,CovidHub-ensemble,78.1655569871571,134.251965442287,158.179736308116,185.573836715513,248.698932306252,78,134,158,186,249,NA,NA
Tennessee,TN,1,2024-11-23,2024-11-30,CovidHub-ensemble,60.9967272459392,140.434316192968,169.114002757315,195.042944880611,287.865017162148,61,140,169,195,288,NA,NA
Tennessee,TN,2,2024-11-23,2024-12-07,CovidHub-ensemble,59.4019714257744,139.208901799164,191.431440938435,242.532708024603,358.463523864746,59,139,191,243,358,NA,NA
Tennessee,TN,3,2024-11-23,2024-12-14,CovidHub-ensemble,41.0979717624018,154.677121504782,205.599234377401,266.88187429276,455.39705078125,41,155,206,267,455,NA,NA
Texas,TX,-1,2024-11-23,2024-11-16,CovidHub-ensemble,194.490862779622,500.545123554217,607.618738439444,734.49572184092,1223.92742434835,194,501,608,734,1224,NA,NA
Texas,TX,0,2024-11-23,2024-11-23,CovidHub-ensemble,110.827165637849,262.448640128738,298.343185589845,388.29912838922,760.896769751572,111,262,298,388,761,NA,NA
Texas,TX,1,2024-11-23,2024-11-30,CovidHub-ensemble,75.228970266328,257.551764407758,325.788273559155,481.074183574098,949.192020990041,75,258,326,481,949,NA,NA
Texas,TX,2,2024-11-23,2024-12-07,CovidHub-ensemble,60.7156065314395,238.98726643887,346.518743299664,572.834979657367,1190.78220918382,61,239,347,573,1191,NA,NA
Texas,TX,3,2024-11-23,2024-12-14,CovidHub-ensemble,38.2688881544849,217.267168704243,375.812326953322,662.845761651028,1548.91425140431,38,217,376,663,1549,NA,NA
Utah,UT,-1,2024-11-23,2024-11-16,CovidHub-ensemble,24.3385042605842,65.8322698089146,88.1374421525137,112.808974898743,170.749986513912,24,66,88,113,171,NA,NA
Utah,UT,0,2024-11-23,2024-11-23,CovidHub-ensemble,23.3426019974474,42.9109152681689,54.140511738422,67.3566246107575,96.0591099812998,23,43,54,67,96,NA,NA
Utah,UT,1,2024-11-23,2024-11-30,CovidHub-ensemble,19.5544104995316,42.7294524033217,59.3130718214657,79.9508317697295,118.5791422012,20,43,59,80,119,NA,NA
Utah,UT,2,2024-11-23,2024-12-07,CovidHub-ensemble,15.2602449605369,44.7708792369041,64.6671078388777,94.9345011425179,148.417448912767,15,45,65,95,148,NA,NA
Utah,UT,3,2024-11-23,2024-12-14,CovidHub-ensemble,13.5575154738994,48.1221450590164,68.9605080292014,109.966738898974,188.065474583993,14,48,69,110,188,NA,NA
Vermont,VT,-1,2024-11-23,2024-11-16,CovidHub-ensemble,10.5223802119456,21.0859457303008,28.2398260014379,33.4979314514275,44.8303106111825,11,21,28,33,45,NA,NA
Vermont,VT,0,2024-11-23,2024-11-23,CovidHub-ensemble,4.09685438652254,10.1925979357633,14.6173307092167,20.255,29.9559402613336,4,10,15,20,30,NA,NA
Vermont,VT,1,2024-11-23,2024-11-30,CovidHub-ensemble,3.10096749608079,9.70225133223584,15.3847529888153,22.1804187193255,35.6976371499225,3,10,15,22,36,NA,NA
Vermont,VT,2,2024-11-23,2024-12-07,CovidHub-ensemble,2.28385627848199,8.7344388792394,15.64,23.2197437685138,43.8931695528929,2,9,16,23,44,NA,NA
Vermont,VT,3,2024-11-23,2024-12-14,CovidHub-ensemble,1.78524699808619,7.83145742762965,15.23,26.4204794717128,50.9275712920739,2,8,15,26,51,NA,NA
Virginia,VA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,78.5843647070526,192.452820293171,241.542301097718,289.591141933029,407.997293694316,79,192,242,290,408,NA,NA
Virginia,VA,0,2024-11-23,2024-11-23,CovidHub-ensemble,66.708290670535,124.281875867661,152.446292699177,175.748052598565,243.35,67,124,152,176,243,NA,NA
Virginia,VA,1,2024-11-23,2024-11-30,CovidHub-ensemble,76.1899988468223,131.245630314212,165.046636076452,195.801620411856,310.46,76,131,165,196,310,NA,NA
Virginia,VA,2,2024-11-23,2024-12-07,CovidHub-ensemble,62.795675152257,137.860520249642,174.736025097004,217.697933295046,374.93,63,138,175,218,375,NA,NA
Virginia,VA,3,2024-11-23,2024-12-14,CovidHub-ensemble,55.7370276031907,146.845228116374,191.064294140371,245.732207075729,428.05,56,147,191,246,428,NA,NA
Washington,WA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,51.2364769754846,126.281280724758,161.390969123932,197.977572721755,314.107659953573,51,126,161,198,314,NA,NA
Washington,WA,0,2024-11-23,2024-11-23,CovidHub-ensemble,41.4889947602997,91.7754907531738,123.093553161621,153.709530609131,248.475,41,92,123,154,248,NA,NA
Washington,WA,1,2024-11-23,2024-11-30,CovidHub-ensemble,32.8514740106349,96.6016523330689,137.801265563965,178.354745982361,350.150874938965,33,97,138,178,350,NA,NA
Washington,WA,2,2024-11-23,2024-12-07,CovidHub-ensemble,28.7482945948695,103.895914533386,160.304057312012,226.731885149231,404.095715026855,29,104,160,227,404,NA,NA
Washington,WA,3,2024-11-23,2024-12-14,CovidHub-ensemble,27.3468917291056,101.073020840782,180.076213989258,272.456084425049,465.696165771484,27,101,180,272,466,NA,NA
West Virginia,WV,-1,2024-11-23,2024-11-16,CovidHub-ensemble,33.5356864115219,73.0703196234409,88.2728983132612,102.41692723928401,145.528562222584,34,73,88,102,146,NA,NA
West Virginia,WV,0,2024-11-23,2024-11-23,CovidHub-ensemble,46.324517403868,61.7712207092368,74.4487797164382,86.9940072436312,117.983060260576,46,62,74,87,118,NA,NA
West Virginia,WV,1,2024-11-23,2024-11-30,CovidHub-ensemble,44.0361763141033,65.833351499915,81.9694042857664,98.1613582391739,126.040641784668,44,66,82,98,126,NA,NA
West Virginia,WV,2,2024-11-23,2024-12-07,CovidHub-ensemble,33.0608491146712,64.5650465197563,85.182829141616807,105.518083363056,154.916961669922,33,65,85,106,155,NA,NA
West Virginia,WV,3,2024-11-23,2024-12-14,CovidHub-ensemble,30.3752708835285,59.9853098726273,93.3681666580424,125.648095174353,190.774345397949,30,60,93,126,191,NA,NA
Wisconsin,WI,-1,2024-11-23,2024-11-16,CovidHub-ensemble,95.0475625363029,207.844807469085,263.584761138908,314.235571880425,397.660250518701,95,208,264,314,398,NA,NA
Wisconsin,WI,0,2024-11-23,2024-11-23,CovidHub-ensemble,71.9147874010046,135.245,160.345,190.22,257.71,72,135,160,190,258,NA,NA
Wisconsin,WI,1,2024-11-23,2024-11-30,CovidHub-ensemble,68.299825651725,140.965,175.55,218.59,326.74,68,141,176,219,327,NA,NA
Wisconsin,WI,2,2024-11-23,2024-12-07,CovidHub-ensemble,56.1659383030875,148.025,195.894463195801,257.045389418221,402.405,56,148,196,257,402,NA,NA
Wisconsin,WI,3,2024-11-23,2024-12-14,CovidHub-ensemble,55.7224414269742,154.085,209.36790763855,283.639476645813,477.925,56,154,209,284,478,NA,NA
Wyoming,WY,-1,2024-11-23,2024-11-16,CovidHub-ensemble,39.0096098958555,46.9103881709392,54.2501266754817,62.2950368136642,115.18139630003,39,47,54,62,115,NA,NA
Wyoming,WY,0,2024-11-23,2024-11-23,CovidHub-ensemble,27.7581845151411,39.798082407066,50.3536802146484,62.0237458515348,83.96,28,40,50,62,84,NA,NA
Wyoming,WY,1,2024-11-23,2024-11-30,CovidHub-ensemble,24.27207340403,37.9380206994972,50.4314450969551,63.1983826351464,94.255,24,38,50,63,94,NA,NA
Wyoming,WY,2,2024-11-23,2024-12-07,CovidHub-ensemble,22.092415398162,38.0006356122775,49.4771058494014,63.9416583779247,101.74,22,38,49,64,102,NA,NA
Wyoming,WY,3,2024-11-23,2024-12-14,CovidHub-ensemble,18.8756855617672,34.2746623045918,47.5901423664904,63.2543754591365,104.045,19,34,48,63,104,NA,NA
Puerto Rico,PR,-1,2024-11-23,2024-11-16,CovidHub-ensemble,5.07492501307049,28.9821966581977,41.7800313439746,53.6668049682462,95.3534190862153,5,29,42,54,95,NA,NA
Puerto Rico,PR,0,2024-11-23,2024-11-23,CovidHub-ensemble,1,8.05966434437036,11.8289963293076,13.8860757450461,25.5332126755949,1,8,12,14,26,NA,NA
Puerto Rico,PR,1,2024-11-23,2024-11-30,CovidHub-ensemble,0.5,10.11,15.575,19.7172728346074,52.4117114904975,0,10,16,20,52,NA,NA
Puerto Rico,PR,2,2024-11-23,2024-12-07,CovidHub-ensemble,0.5,10.0700135983555,17.845,23.3539893923671,65.7893618577644,0,10,18,23,66,NA,NA
Puerto Rico,PR,3,2024-11-23,2024-12-14,CovidHub-ensemble,0,11.185,19.77,25.7859130492653,98.4082831839308,0,11,20,26,98,NA,NA
United States,US,-1,2024-11-23,2024-11-16,CovidHub-ensemble,5084.87157638831,11304.2254075964,13656.54168243,15402.4693609277,21049.048857955,5085,11304,13657,15402,21049,NA,NA
United States,US,0,2024-11-23,2024-11-23,CovidHub-ensemble,4074.76171875,7475.835,8734.84,10210.18,13587.105,4075,7476,8735,10210,13587,NA,NA
United States,US,1,2024-11-23,2024-11-30,CovidHub-ensemble,3754.07763671875,7891.105,9675.635,11924.465,17607.685,3754,7891,9676,11924,17608,NA,NA
United States,US,2,2024-11-23,2024-12-07,CovidHub-ensemble,3661.26476187098,8271.555,11393.3227832031,14245.1555656104,21681.2101757812,3661,8272,11393,14245,21681,NA,NA
United States,US,3,2024-11-23,2024-12-14,CovidHub-ensemble,4352.44168192382,8908.48493494018,12403.4405566406,16190.1377213098,25554.002734375,4352,8908,12403,16190,25554,NA,NA
Alabama,AL,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,102.32,111.97,117.34,122.92,134.16,102,112,117,123,134,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,102.32,111.97,117.34,122.92,134.16,102,112,117,123,134,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,97.51,110.65,118.11,125.99,142.22,98,111,118,126,142,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,97.51,110.65,118.11,125.99,142.22,98,111,118,126,142,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,92.3,108.61,118.1,128.26,149.65,92,109,118,128,150,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,92.3,108.61,118.1,128.26,149.65,92,109,118,128,150,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,85.2,103.89,115,127.07,153.01,85,104,115,127,153,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,85.2,103.89,115,127.07,153.01,85,104,115,127,153,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,77.59,97.96,110.33,123.97,153.85,78,98,110,124,154,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alabama,AL,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,77.59,97.96,110.33,123.97,153.85,78,98,110,124,154,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,11.57,13.89,15.26,16.74,19.89,12,14,15,17,20,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,11.57,13.89,15.26,16.74,19.89,12,14,15,17,20,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,12.35,15.71,17.76,20.02,25,12,16,18,20,25,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,12.35,15.71,17.76,20.02,25,12,16,18,20,25,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,13.41,17.76,20.47,23.52,30.38,13,18,20,24,30,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,13.41,17.76,20.47,23.52,30.38,13,18,20,24,30,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,14.61,19.94,23.33,27.19,36.02,15,20,23,27,36,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,14.61,19.94,23.33,27.19,36.02,15,20,23,27,36,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,15.2,21.28,25.2,29.71,40.17,15,21,25,30,40,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Alaska,AK,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,15.2,21.28,25.2,29.71,40.17,15,21,25,30,40,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,480.08,534.13,564.47,596.22,660.86,480,534,564,596,661,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,480.08,534.13,564.47,596.22,660.86,480,534,564,596,661,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,475.38,553.02,597.81,645.59,745.46,475,553,598,646,745,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,475.38,553.02,597.81,645.59,745.46,475,553,598,646,745,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,453.83,547.53,602.82,662.69,790.52,454,548,603,663,791,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,453.83,547.53,602.82,662.69,790.52,454,548,603,663,791,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,443.58,548.76,611.79,680.75,830.12,444,549,612,681,830,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,443.58,548.76,611.79,680.75,830.12,444,549,612,681,830,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,410.29,525.59,596.18,674.5,847.52,410,526,596,674,848,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arizona,AZ,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,410.29,525.59,596.18,674.5,847.52,410,526,596,674,848,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,50.5,62.11,69.05,76.61,92.95,50,62,69,77,93,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,50.5,62.11,69.05,76.61,92.95,50,62,69,77,93,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,55.66,73.22,84.14,96.39,123.86,56,73,84,96,124,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,55.66,73.22,84.14,96.39,123.86,56,73,84,96,124,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,64.26,86.95,101.31,117.59,154.67,64,87,101,118,155,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,64.26,86.95,101.31,117.59,154.67,64,87,101,118,155,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,73.82,101.82,119.76,140.26,187.42,74,102,120,140,187,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,73.82,101.82,119.76,140.26,187.42,74,102,120,140,187,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,82.18,115.4,136.91,161.65,219.14,82,115,137,162,219,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Arkansas,AR,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,82.18,115.4,136.91,161.65,219.14,82,115,137,162,219,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,472.01,613.85,701.5,799.34,1017.31,472,614,702,799,1017,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,472.01,613.85,701.5,799.34,1017.31,472,614,702,799,1017,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,509.23,716.41,850.67,1005.28,1364.81,509,716,851,1005,1365,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,509.23,716.41,850.67,1005.28,1364.81,509,716,851,1005,1365,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,564,837.47,1020.53,1235.79,1750.83,564,837,1021,1236,1751,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,564,837.47,1020.53,1235.79,1750.83,564,837,1021,1236,1751,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,671.25,1011.24,1240.79,1512.22,2166.54,671,1011,1241,1512,2167,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,671.25,1011.24,1240.79,1512.22,2166.54,671,1011,1241,1512,2167,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,738.34,1149,1431.65,1770.04,2599.48,738,1149,1432,1770,2599,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
California,CA,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,738.34,1149,1431.65,1770.04,2599.48,738,1149,1432,1770,2599,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,131.82,147.33,156.05,165.2,183.88,132,147,156,165,184,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,131.82,147.33,156.05,165.2,183.88,132,147,156,165,184,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,128.31,150.24,162.94,176.52,205.03,128,150,163,177,205,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,0,2024-11-23,2024-11-23,OHT_JHU-nbxd,128.31,150.24,162.94,176.52,205.03,128,150,163,177,205,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,124.3,152.4,169.14,187.39,226.72,124,152,169,187,227,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,1,2024-11-23,2024-11-30,OHT_JHU-nbxd,124.3,152.4,169.14,187.39,226.72,124,152,169,187,227,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,119.54,152.19,172.11,194.15,242.68,120,152,172,194,243,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,2,2024-11-23,2024-12-07,OHT_JHU-nbxd,119.54,152.19,172.11,194.15,242.68,120,152,172,194,243,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,115.27,151.53,174.08,199.36,256.02,115,152,174,199,256,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Colorado,CO,3,2024-11-23,2024-12-14,OHT_JHU-nbxd,115.27,151.53,174.08,199.36,256.02,115,152,174,199,256,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
Connecticut,CT,-1,2024-11-23,2024-11-16,OHT_JHU-nbxd,58.53,75.72,86.32,98.12,124.33,59,76,86,98,124,One Health Trust and Johns Hopkins University,NBEATS exogenous covariate decoder
