location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_fullnames
Florida,FL,2,2024-11-23,2024-12-07,CovidHub-ensemble,82.71648663274,334.038988741479,530.561439208984,775.34855279388,1517.07,83,334,531,775,1517,NA,NA
Florida,FL,3,2024-11-23,2024-12-14,CovidHub-ensemble,78.8593075495555,336.654270285578,569.518336293088,938.477135935321,1899.395,79,337,570,938,1899,NA,NA
Georgia,GA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,63.5335654827765,162.853037706676,220.1568789959,394.857245431865,659.33880385749,64,163,220,395,659,NA,NA
Georgia,GA,0,2024-11-23,2024-11-23,CovidHub-ensemble,35.6326079701603,89.1213935978663,108.739390648132,132.685,221.18,36,89,109,133,221,NA,NA
Georgia,GA,1,2024-11-23,2024-11-30,CovidHub-ensemble,30.9821592982496,100.548236738258,127.715499557445,165.915,331.215,31,101,128,166,331,NA,NA
Georgia,GA,2,2024-11-23,2024-12-07,CovidHub-ensemble,26.8845462589849,110.300282957568,144.193845436128,198.79,461.92,27,110,144,199,462,NA,NA
Georgia,GA,3,2024-11-23,2024-12-14,CovidHub-ensemble,21.0021492134927,126.008351239856,167.74543536146,231.74,595.409210488441,21,126,168,232,595,NA,NA
Hawaii,HI,-1,2024-11-23,2024-11-16,CovidHub-ensemble,10.8069905097694,33.2746137406787,44.5669501505466,53.2883541785262,70.4618384342562,11,33,45,53,70,NA,NA
Hawaii,HI,0,2024-11-23,2024-11-23,CovidHub-ensemble,9.82070049660921,23.1300903300112,27.5946698440493,32.6758173064112,45.7245683999169,10,23,28,33,46,NA,NA
Hawaii,HI,1,2024-11-23,2024-11-30,CovidHub-ensemble,9.01928072969921,25.9732138737252,32.7427586586236,40.7310799093209,62.2658015637352,9,26,33,41,62,NA,NA
Hawaii,HI,2,2024-11-23,2024-12-07,CovidHub-ensemble,7.7951421320565,28.3934687606015,37.391119331744,48.4855164013618,77.1339413452149,8,28,37,48,77,NA,NA
Hawaii,HI,3,2024-11-23,2024-12-14,CovidHub-ensemble,6.90680515040617,30.5730741648903,42.1718778634836,56.7604687060222,104.822395782471,7,31,42,57,105,NA,NA
Idaho,ID,-1,2024-11-23,2024-11-16,CovidHub-ensemble,15.3895974061081,40.4782132775372,49.2234799797229,65.7160827622959,92.5634166069523,15,40,49,66,93,NA,NA
Idaho,ID,0,2024-11-23,2024-11-23,CovidHub-ensemble,9.2588667809537,20.6449025793261,26.0270924543096,31.5545354593519,46.2630127664812,9,21,26,32,46,NA,NA
Idaho,ID,1,2024-11-23,2024-11-30,CovidHub-ensemble,6.91215574370915,21.0150109592573,28.8277328683292,35.4975134646747,62.848052671771,7,21,29,35,63,NA,NA
Idaho,ID,2,2024-11-23,2024-12-07,CovidHub-ensemble,6.08948179279472,19.3415243868389,29.4510198520219,39.467285666604,73.1154689571954,6,19,29,39,73,NA,NA
Idaho,ID,3,2024-11-23,2024-12-14,CovidHub-ensemble,5.08953438547761,23.4379033100136,35.006061997374,42.0267121590614,87.3885314813073,5,23,35,42,87,NA,NA
Illinois,IL,-1,2024-11-23,2024-11-16,CovidHub-ensemble,109.750186863715,354.446415637222,517.131451557463,598.853696790445,818.970333978217,110,354,517,599,819,NA,NA
Illinois,IL,0,2024-11-23,2024-11-23,CovidHub-ensemble,161.112147736146,299.102119889888,352.549967144697,404.039209496009,541.579813158219,161,299,353,404,542,NA,NA
Illinois,IL,1,2024-11-23,2024-11-30,CovidHub-ensemble,150.641058590359,314.466967941241,385.674533780599,462.853455722125,769.14261814467,151,314,386,463,769,NA,NA
Illinois,IL,2,2024-11-23,2024-12-07,CovidHub-ensemble,144.644652275277,322.051230646298,419.683431914779,525.282921116485,902.116264220038,145,322,420,525,902,NA,NA
Illinois,IL,3,2024-11-23,2024-12-14,CovidHub-ensemble,217.918775553965,375.88500526435803,508.900775146484,693.223000106735,1013.09175516312,218,376,509,693,1013,NA,NA
Indiana,IN,-1,2024-11-23,2024-11-16,CovidHub-ensemble,90.6791410172583,220.624872547774,274.43363172642,329.368503092479,470.888475691182,91,221,274,329,471,NA,NA
Indiana,IN,0,2024-11-23,2024-11-23,CovidHub-ensemble,97.8981420716619,169.977879160355,204.518936762428,240.625367629959,314.021666378733,98,170,205,241,314,NA,NA
Indiana,IN,1,2024-11-23,2024-11-30,CovidHub-ensemble,86.5564891680571,181.705009493002,239.253525843343,283.616904586122,386.431973353418,87,182,239,284,386,NA,NA
Indiana,IN,2,2024-11-23,2024-12-07,CovidHub-ensemble,77.5151606513504,189.325972320468,265.530831564791,323.705550286481,461.332365099426,78,189,266,324,461,NA,NA
Indiana,IN,3,2024-11-23,2024-12-14,CovidHub-ensemble,73.8398821540166,196.340087676446,297.235817565918,376.295014055176,539.678396311257,74,196,297,376,540,NA,NA
Iowa,IA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,24.8353163985695,67.4763673247633,97.4147542552895,120.590191211362,178.902800401041,25,67,97,121,179,NA,NA
Iowa,IA,0,2024-11-23,2024-11-23,CovidHub-ensemble,26.58,56.0701979901243,74.5322070167802,89.2339825248185,118.400197249649,27,56,75,89,118,NA,NA
Iowa,IA,1,2024-11-23,2024-11-30,CovidHub-ensemble,33.5258105539432,58.2354184595334,81.3745144874801,101.789780020804,136.695690204461,34,58,81,102,137,NA,NA
Iowa,IA,2,2024-11-23,2024-12-07,CovidHub-ensemble,24.6310133643546,61.8469334913818,87.6365646309445,107.685663749278,163.410292111693,25,62,88,108,163,NA,NA
Iowa,IA,3,2024-11-23,2024-12-14,CovidHub-ensemble,21.616972598301,65.0902249926963,93.1595773089984,123.215880353747,187.260494227487,22,65,93,123,187,NA,NA
Kansas,KS,-1,2024-11-23,2024-11-16,CovidHub-ensemble,28.1688113955425,87.8439348161965,110.320559952949,126.79904535071,177.515627814932,28,88,110,127,178,NA,NA
Kansas,KS,0,2024-11-23,2024-11-23,CovidHub-ensemble,18.1524126889556,35.7621599092044,45.6736515869071,60.0320546994812,92.3008274380736,18,36,46,60,92,NA,NA
Kansas,KS,1,2024-11-23,2024-11-30,CovidHub-ensemble,14.2982272269939,36.4159013326897,49.5135744847764,70.9703092646926,107.599364957385,14,36,50,71,108,NA,NA
Kansas,KS,2,2024-11-23,2024-12-07,CovidHub-ensemble,11.7703367134545,38.8772318359329,57.7180360822726,80.9356209838009,128.402695940767,12,39,58,81,128,NA,NA
Kansas,KS,3,2024-11-23,2024-12-14,CovidHub-ensemble,11.9485778915808,38.4692152313759,61.3075235919943,91.4409726825426,155.008468800776,12,38,61,91,155,NA,NA
Kentucky,KY,-1,2024-11-23,2024-11-16,CovidHub-ensemble,68.9202569557608,158.109426869862,192.144104509427,221.101304002967,326.569018750618,69,158,192,221,327,NA,NA
Kentucky,KY,0,2024-11-23,2024-11-23,CovidHub-ensemble,55.32359492757,104.205384692899,124.27670646733,149.042814331689,192.448340311247,55,104,124,149,192,NA,NA
Kentucky,KY,1,2024-11-23,2024-11-30,CovidHub-ensemble,49.7580162759477,106.823305317459,138.602799530029,168.922339213791,232.2724815916,50,107,139,169,232,NA,NA
Kentucky,KY,2,2024-11-23,2024-12-07,CovidHub-ensemble,53.5275084597595,130.855,160.625,198.141375617504,289.369728737561,54,131,161,198,289,NA,NA
Kentucky,KY,3,2024-11-23,2024-12-14,CovidHub-ensemble,47.1589502123557,131.465,167.47,214.325270793911,380.453948313663,47,131,167,214,380,NA,NA
Louisiana,LA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,46.8481865697725,96.4729411602671,122.05289834839,164.384601650627,267.886658619957,47,96,122,164,268,NA,NA
Louisiana,LA,0,2024-11-23,2024-11-23,CovidHub-ensemble,31.5341465688737,61.6597879875585,76.5477758670451,97.8410629891532,150.744295959949,32,62,77,98,151,NA,NA
Louisiana,LA,1,2024-11-23,2024-11-30,CovidHub-ensemble,32.2929575382979,59.7483293962186,79.8009952073353,108.866671208956,192.845,32,60,80,109,193,NA,NA
Louisiana,LA,2,2024-11-23,2024-12-07,CovidHub-ensemble,22.055902791048,57.5678448464601,84.1139557901172,117.887232755,228.256914749146,22,58,84,118,228,NA,NA
Louisiana,LA,3,2024-11-23,2024-12-14,CovidHub-ensemble,19.0404500548859,55.1510325187881,108.567472211285,151.807346720962,276.75,19,55,109,152,277,NA,NA
Maine,ME,-1,2024-11-23,2024-11-16,CovidHub-ensemble,21.8090896719282,42.9468186459424,50.8844184520605,58.8170970633013,79.5933296798547,22,43,51,59,80,NA,NA
Maine,ME,0,2024-11-23,2024-11-23,CovidHub-ensemble,15.699606590271,32.5569103758383,36.3712758922577,40.98,51.98,16,33,36,41,52,NA,NA
Maine,ME,1,2024-11-23,2024-11-30,CovidHub-ensemble,11.4256474098772,32.4902869055414,38.2910385894775,45.795,67.0694155883789,11,32,38,46,67,NA,NA
Maine,ME,2,2024-11-23,2024-12-07,CovidHub-ensemble,11.5685027660767,33.1100912438965,40.1458463096619,49.78,83.2473718261719,12,33,40,50,83,NA,NA
Maine,ME,3,2024-11-23,2024-12-14,CovidHub-ensemble,11.6233733030563,36.2522749266891,45.1369597196579,55.4116105713578,98.2767599487305,12,36,45,55,98,NA,NA
Maryland,MD,-1,2024-11-23,2024-11-16,CovidHub-ensemble,50.6951152154616,143.404872834096,189.09160440685,217.278224382901,306.208346299641,51,143,189,217,306,NA,NA
Maryland,MD,0,2024-11-23,2024-11-23,CovidHub-ensemble,45.0707094240787,106.06,124.01,144.735,189.755,45,106,124,145,190,NA,NA
Maryland,MD,1,2024-11-23,2024-11-30,CovidHub-ensemble,40.4973525208518,115.88,142.23,174.275,249.045,40,116,142,174,249,NA,NA
Maryland,MD,2,2024-11-23,2024-12-07,CovidHub-ensemble,50.6188172806828,125.06,160.03,204.08,314.36,51,125,160,204,314,NA,NA
Maryland,MD,3,2024-11-23,2024-12-14,CovidHub-ensemble,45.7791920245195,132.31,174.92,230.565,376.28,46,132,175,231,376,NA,NA
Massachusetts,MA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,98.68,324.63,409.145,447.641666666667,642.17,99,325,409,448,642,NA,NA
Massachusetts,MA,0,2024-11-23,2024-11-23,CovidHub-ensemble,104.693939208984,217.965835976362,242.339968061447,267.657050986528,386.608947753906,105,218,242,268,387,NA,NA
Massachusetts,MA,1,2024-11-23,2024-11-30,CovidHub-ensemble,127.355,232.153499449482,279.324821014404,342.781824036846,506.053465881348,127,232,279,343,506,NA,NA
Massachusetts,MA,2,2024-11-23,2024-12-07,CovidHub-ensemble,117.96,241.207438971558,320.531349182129,413.27671263977,646.191802062988,118,241,321,413,646,NA,NA
Massachusetts,MA,3,2024-11-23,2024-12-14,CovidHub-ensemble,107.4,254.058872523308,371.36640838623,476.35389603138,762.992186584473,107,254,371,476,763,NA,NA
Michigan,MI,-1,2024-11-23,2024-11-16,CovidHub-ensemble,275.866740870263,533.691694923694,683.212288700362,803.24096799141,1837.10217318818,276,534,683,803,1837,NA,NA
Michigan,MI,0,2024-11-23,2024-11-23,CovidHub-ensemble,218.581740870263,527.215143183331,653.47,760.205,988.495,219,527,653,760,988,NA,NA
Michigan,MI,1,2024-11-23,2024-11-30,CovidHub-ensemble,237.521467722991,601.349417204724,751.54,914.44,1285.445,238,601,752,914,1285,NA,NA
Michigan,MI,2,2024-11-23,2024-12-07,CovidHub-ensemble,224.056249448578,661.68,833.6,1026.60264855549,1525.115,224,662,834,1027,1525,NA,NA
Michigan,MI,3,2024-11-23,2024-12-14,CovidHub-ensemble,207.930979473553,673.19646276303,882.69,1084.44531600062,1600.19,208,673,883,1084,1600,NA,NA
Minnesota,MN,-1,2024-11-23,2024-11-16,CovidHub-ensemble,105.482837452104,203.036254974319,301.087526480628,354.089939067663,418.602499633082,105,203,301,354,419,NA,NA
Minnesota,MN,0,2024-11-23,2024-11-23,CovidHub-ensemble,115.329962315089,179.839511051612,206.765476642991,239.689545252266,302.49748411663097,115,180,207,240,302,NA,NA
Minnesota,MN,1,2024-11-23,2024-11-30,CovidHub-ensemble,101.528345596888,174.771906863536,214.141202622514,260.495047031147,350.832216003656,102,175,214,260,351,NA,NA
Minnesota,MN,2,2024-11-23,2024-12-07,CovidHub-ensemble,88.9316069195608,176.949026586587,220.448986377818,276.828191244291,391.010133923695,89,177,220,277,391,NA,NA
Minnesota,MN,3,2024-11-23,2024-12-14,CovidHub-ensemble,86.2464473517298,183.479384844395,246.346117953196,322.088462205384,480.153884887695,86,183,246,322,480,NA,NA
Mississippi,MS,-1,2024-11-23,2024-11-16,CovidHub-ensemble,19.4428808856955,51.4162869422068,63.3804536611123,78.6358553278459,125.810703175515,19,51,63,79,126,NA,NA
Mississippi,MS,0,2024-11-23,2024-11-23,CovidHub-ensemble,28.0426364687888,46.7044501533712,59.1233171412239,70.9510246492301,100.386456614986,28,47,59,71,100,NA,NA
Mississippi,MS,1,2024-11-23,2024-11-30,CovidHub-ensemble,25.2189643876728,50.291188464575,64.4769934231711,83.3039210405315,127.160076191051,25,50,64,83,127,NA,NA
Mississippi,MS,2,2024-11-23,2024-12-07,CovidHub-ensemble,23.293003563004,55.725,72.545,95.25518677456,156.313235473633,23,56,73,95,156,NA,NA
Mississippi,MS,3,2024-11-23,2024-12-14,CovidHub-ensemble,22.4002322010827,57.3315742833675,84.72,113.855,191.77,22,57,85,114,192,NA,NA
Missouri,MO,-1,2024-11-23,2024-11-16,CovidHub-ensemble,72.894028888404,205.327450999448,265.124960596309,309.954931485439,425.512356182079,73,205,265,310,426,NA,NA
Missouri,MO,0,2024-11-23,2024-11-23,CovidHub-ensemble,96.0665254810299,163.369649866483,186.720150650293,216.448519860562,301.07769249122,96,163,187,216,301,NA,NA
Missouri,MO,1,2024-11-23,2024-11-30,CovidHub-ensemble,89.9380040834087,175.83,215.39,264.44,386.418986299807,90,176,215,264,386,NA,NA
Missouri,MO,2,2024-11-23,2024-12-07,CovidHub-ensemble,86.9958690157781,193.765,248.61,311.370814016312,440.857830060292,87,194,249,311,441,NA,NA
Missouri,MO,3,2024-11-23,2024-12-14,CovidHub-ensemble,84.566369590256,207.975,281.734203338623,356.877024582378,528.689055743126,85,208,282,357,529,NA,NA
Montana,MT,-1,2024-11-23,2024-11-16,CovidHub-ensemble,10.692951754295,37.4077967585562,53.3443692560543,62.48638807964,76.2645521899339,11,37,53,62,76,NA,NA
Montana,MT,0,2024-11-23,2024-11-23,CovidHub-ensemble,10.492951754295,26.193011454632,37.8201132370962,52.9950624446039,78.9003657133155,10,26,38,53,79,NA,NA
Montana,MT,1,2024-11-23,2024-11-30,CovidHub-ensemble,16.8360149992414,24.811551138793,38.4806975498225,54.0094590804315,102.690986107887,17,25,38,54,103,NA,NA
Montana,MT,2,2024-11-23,2024-12-07,CovidHub-ensemble,15.4605574069301,23.0769101388323,37.8568713062369,55.6394373062974,114.295692748199,15,23,38,56,114,NA,NA
Montana,MT,3,2024-11-23,2024-12-14,CovidHub-ensemble,10.5839466634864,24.1690177978438,37.5424616152523,58.5855460213311,126.599735029317,11,24,38,59,127,NA,NA
Nebraska,NE,-1,2024-11-23,2024-11-16,CovidHub-ensemble,18.0114943299863,52.7060611900481,69.3640874882395,87.4460516268949,126.025344100751,18,53,69,87,126,NA,NA
Nebraska,NE,0,2024-11-23,2024-11-23,CovidHub-ensemble,14.968521989013,33.4685009298321,44.7128756968312,56.2747390956085,74.8726250457764,15,33,45,56,75,NA,NA
Nebraska,NE,1,2024-11-23,2024-11-30,CovidHub-ensemble,12.1707637059962,38.0739615831114,50.3307328056735,64.8354533618048,110.848667144775,12,38,50,65,111,NA,NA
Nebraska,NE,2,2024-11-23,2024-12-07,CovidHub-ensemble,15.4551072037149,39.9948191884427,53.7348955755565,73.0088359629599,139.508319000719,15,40,54,73,140,NA,NA
Nebraska,NE,3,2024-11-23,2024-12-14,CovidHub-ensemble,14.4014699679995,41.2087887802258,57.4390379101927,83.8090619005671,178.518363479497,14,41,57,84,179,NA,NA
Nevada,NV,-1,2024-11-23,2024-11-16,CovidHub-ensemble,29.3321257143215,73.8909817588239,90.858600789605,118.731128888275,192.565496671918,29,74,91,119,193,NA,NA
Nevada,NV,0,2024-11-23,2024-11-23,CovidHub-ensemble,21.5711796681855,42.3575370900433,52.5796945446143,64.0489367219298,87.8877321342364,22,42,53,64,88,NA,NA
Nevada,NV,1,2024-11-23,2024-11-30,CovidHub-ensemble,19.7330468116989,39.5985703106876,54.6897114926238,71.4832083072944,112.285498440865,20,40,55,71,112,NA,NA
Nevada,NV,2,2024-11-23,2024-12-07,CovidHub-ensemble,14.0904635291086,38.1146995745732,56.1162606638324,76.4212222970949,137.65728686018,14,38,56,76,138,NA,NA
Nevada,NV,3,2024-11-23,2024-12-14,CovidHub-ensemble,11.9003684926493,35.3865105194961,57.5261406558202,82.6989383372386,159.610742789108,12,35,58,83,160,NA,NA
New Hampshire,NH,-1,2024-11-23,2024-11-16,CovidHub-ensemble,31.1350498910821,53.1875719215187,60.7247318224113,71.0567205818073,94.8101464063308,31,53,61,71,95,NA,NA
New Hampshire,NH,0,2024-11-23,2024-11-23,CovidHub-ensemble,30.0023497756241,49.8709154180016,56.1940525998176,65.9496601227391,84.0920975798892,30,50,56,66,84,NA,NA
New Hampshire,NH,1,2024-11-23,2024-11-30,CovidHub-ensemble,23.6956045997445,49.5347078325336,58.0172393528945,72.1145327340274,98.3154072328382,24,50,58,72,98,NA,NA
New Hampshire,NH,2,2024-11-23,2024-12-07,CovidHub-ensemble,19.6294054548835,48.07155199223,59.4586712108305,79.3547058196821,109.478208999634,20,48,59,79,109,NA,NA
New Hampshire,NH,3,2024-11-23,2024-12-14,CovidHub-ensemble,15.3267838803145,46.5546627335841,64.856975479126,81.1380853336144,130.975467987061,15,47,65,81,131,NA,NA
New Jersey,NJ,-1,2024-11-23,2024-11-16,CovidHub-ensemble,100.768264407845,260.672848742739,330.236580442218,497.259457210027,717.291166790185,101,261,330,497,717,NA,NA
New Jersey,NJ,0,2024-11-23,2024-11-23,CovidHub-ensemble,151.065303654637,242.111762068405,296.780943888409,387.170414910745,561.678039578221,151,242,297,387,562,NA,NA
New Jersey,NJ,1,2024-11-23,2024-11-30,CovidHub-ensemble,135.657206755968,270.33,351.77,465.028319113492,739.110302324441,136,270,352,465,739,NA,NA
New Jersey,NJ,2,2024-11-23,2024-12-07,CovidHub-ensemble,127.114137486093,288.078805398092,413.34,603.395451212937,933.27853845346,127,288,413,603,933,NA,NA
New Jersey,NJ,3,2024-11-23,2024-12-14,CovidHub-ensemble,112.591677336742,294.631353653539,457.417484014501,675.618018122864,1152.31193716204,113,295,457,676,1152,NA,NA
New Mexico,NM,-1,2024-11-23,2024-11-16,CovidHub-ensemble,47.2304175121033,97.8052546632072,123.176865371565,147.585231467185,185.647659914989,47,98,123,148,186,NA,NA
New Mexico,NM,0,2024-11-23,2024-11-23,CovidHub-ensemble,32.2945565032959,75.43,84.12,93.95,114.74,32,75,84,94,115,NA,NA
New Mexico,NM,1,2024-11-23,2024-11-30,CovidHub-ensemble,28.9644416046143,76.635,89.54,104.67,139.245,29,77,90,105,139,NA,NA
New Mexico,NM,2,2024-11-23,2024-12-07,CovidHub-ensemble,28.8692254835592,75.975,92.66,112.685,161.335,29,76,93,113,161,NA,NA
New Mexico,NM,3,2024-11-23,2024-12-14,CovidHub-ensemble,25.1204970529663,74.505,93.74,117.915,195.754901428223,25,75,94,118,196,NA,NA
New York,NY,-1,2024-11-23,2024-11-16,CovidHub-ensemble,209.495629888119,592.860701647824,792.211903591689,1062.98716971534,1507.84171118542,209,593,792,1063,1508,NA,NA
New York,NY,0,2024-11-23,2024-11-23,CovidHub-ensemble,305.586815185547,446.355356761013,518.21,613.186909803245,850.709475642823,306,446,518,613,851,NA,NA
New York,NY,1,2024-11-23,2024-11-30,CovidHub-ensemble,278.862418212891,487.67543740711,583.285,718.976260714983,1065.99708660309,279,488,583,719,1066,NA,NA
New York,NY,2,2024-11-23,2024-12-07,CovidHub-ensemble,285.652027791675,527.869639367256,644.1,835.634982257807,1275.16859384586,286,528,644,836,1275,NA,NA
New York,NY,3,2024-11-23,2024-12-14,CovidHub-ensemble,270.925398544248,562.536014062591,703.29367837322,950.890287469337,1552.49963754107,271,563,703,951,1552,NA,NA
North Carolina,NC,-1,2024-11-23,2024-11-16,CovidHub-ensemble,116.595609622396,236.108484085336,275.987851330244,326.307548849514,450.567973853044,117,236,276,326,451,NA,NA
North Carolina,NC,0,2024-11-23,2024-11-23,CovidHub-ensemble,96.482190816757,188.670214192352,213.517662357907,243.363373607107,340.002479856302,96,189,214,243,340,NA,NA
North Carolina,NC,1,2024-11-23,2024-11-30,CovidHub-ensemble,81.1856179401709,191.049311815143,241.089207075717,285.293360519242,464.468836382733,81,191,241,285,464,NA,NA
North Carolina,NC,2,2024-11-23,2024-12-07,CovidHub-ensemble,68.5287815862808,194.10219965543,252.249260669996,332.490132670782,612.594354869905,69,194,252,332,613,NA,NA
North Carolina,NC,3,2024-11-23,2024-12-14,CovidHub-ensemble,63.0613508141292,188.695327340356,259.177687938741,374.809026560239,779.55420424311,63,189,259,375,780,NA,NA
North Dakota,ND,-1,2024-11-23,2024-11-16,CovidHub-ensemble,7.6775328713472,19.7410889715124,28.5071835833944,35.6402646656304,46.9988611488426,8,20,29,36,47,NA,NA
North Dakota,ND,0,2024-11-23,2024-11-23,CovidHub-ensemble,3.69139569043955,11.9228415616478,14.337145431544,16.8473373550401,26.7232517758756,4,12,14,17,27,NA,NA
North Dakota,ND,1,2024-11-23,2024-11-30,CovidHub-ensemble,2.74821816974562,10.753128658107,15.2158604580277,19.4081057142132,38.567914082109,3,11,15,19,39,NA,NA
North Dakota,ND,2,2024-11-23,2024-12-07,CovidHub-ensemble,2.22471511836153,10.1317252846506,16.3371336460478,21.8762366834309,47.5713793690848,2,10,16,22,48,NA,NA
North Dakota,ND,3,2024-11-23,2024-12-14,CovidHub-ensemble,1.90029652665289,9.16900133995992,17.1673807026274,24.1219648129906,60.718714886504,2,9,17,24,61,NA,NA
Ohio,OH,-1,2024-11-23,2024-11-16,CovidHub-ensemble,233.46680046188,466.354787643883,626.235402581352,710.648333022871,907.358234808345,233,466,626,711,907,NA,NA
Ohio,OH,0,2024-11-23,2024-11-23,CovidHub-ensemble,263.889451605833,440.384721861168,487.884467800447,546.986154267245,703.726453696682,264,440,488,547,704,NA,NA
Ohio,OH,1,2024-11-23,2024-11-30,CovidHub-ensemble,231.792457545987,445.532479095125,517.263081635642,596.413511969723,839.949808185803,232,446,517,596,840,NA,NA
Ohio,OH,2,2024-11-23,2024-12-07,CovidHub-ensemble,203.630606159154,451.389688069858,557.257870025635,675.977579996548,1034.8225479126,204,451,557,676,1035,NA,NA
Ohio,OH,3,2024-11-23,2024-12-14,CovidHub-ensemble,198.802843885547,471.262179253921,643.283046530035,825.028880290955,1261.68323516846,199,471,643,825,1262,NA,NA
Oklahoma,OK,-1,2024-11-23,2024-11-16,CovidHub-ensemble,33.1100913134579,88.1506340975617,114.401738881911,135.570936542757,204.795554710742,33,88,114,136,205,NA,NA
Oklahoma,OK,0,2024-11-23,2024-11-23,CovidHub-ensemble,34.2555874000594,64.2313890800646,73.9760004613529,90.8716593408463,121.194098941477,34,64,74,91,121,NA,NA
Oklahoma,OK,1,2024-11-23,2024-11-30,CovidHub-ensemble,40.3361136719586,75.6216514221524,90.6078455484135,105.834231835662,152.66450263977,40,76,91,106,153,NA,NA
Oklahoma,OK,2,2024-11-23,2024-12-07,CovidHub-ensemble,38.7197796069207,79.5464343996079,100.701659327754,129.420173973538,196.924295730591,39,80,101,129,197,NA,NA
Oklahoma,OK,3,2024-11-23,2024-12-14,CovidHub-ensemble,34.0772593958549,83.3464004678812,107.826288213897,148.966714032524,267.857787486666,34,83,108,149,268,NA,NA
Oregon,OR,-1,2024-11-23,2024-11-16,CovidHub-ensemble,39.1980413725153,93.4000359877837,113.791845774502,137.125999805636,215.201075175759,39,93,114,137,215,NA,NA
Oregon,OR,0,2024-11-23,2024-11-23,CovidHub-ensemble,31.3978792852074,61.7965222964878,76.3773469095318,84.8809431614251,119.44941376272,31,62,76,85,119,NA,NA
Oregon,OR,1,2024-11-23,2024-11-30,CovidHub-ensemble,30.5721664624533,62.9095162640663,82.9328235388868,97.5985565818676,147.525624928786,31,63,83,98,148,NA,NA
Oregon,OR,2,2024-11-23,2024-12-07,CovidHub-ensemble,26.9246823431187,61.8095374500682,90.7053920308406,120.318374190548,188.048813323975,27,62,91,120,188,NA,NA
Oregon,OR,3,2024-11-23,2024-12-14,CovidHub-ensemble,19.4529141689076,61.6293491042895,100.106801511831,140.974036573615,215.835443115234,19,62,100,141,216,NA,NA
Pennsylvania,PA,-1,2024-11-23,2024-11-16,CovidHub-ensemble,437.660713282768,836.476517176868,1025.1576038959,1186.83671512532,2936.36691443209,438,836,1025,1187,2936,NA,NA
Pennsylvania,PA,0,2024-11-23,2024-11-23,CovidHub-ensemble,388.274283201989,871.859493112744,1090.90699177721,1266.03,1619.7,388,872,1091,1266,1620,NA,NA
Pennsylvania,PA,1,2024-11-23,2024-11-30,CovidHub-ensemble,376.376501701712,929.066538471935,1167.14921619074,1354.02202121329,2005.76,376,929,1167,1354,2006,NA,NA
Pennsylvania,PA,2,2024-11-23,2024-12-07,CovidHub-ensemble,367.133911440784,966.853144309334,1259.40785600847,1491.85676934787,2238.45,367,967,1259,1492,2238,NA,NA
Pennsylvania,PA,3,2024-11-23,2024-12-14,CovidHub-ensemble,330.426352927157,949.684830861627,1265.41245952669,1571.7664013907,2219.285,330,950,1265,1572,2219,NA,NA
Rhode Island,RI,-1,2024-11-23,2024-11-16,CovidHub-ensemble,13.4393593967174,28.5548639671177,36.0529130548583,44.0276261502162,62.6102170613625,13,29,36,44,63,NA,NA
Rhode Island,RI,0,2024-11-23,2024-11-23,CovidHub-ensemble,8.38354364576677,21.7121772925186,27.3003477859497,33.6572598232762,48.1821928350148,8,22,27,34,48,NA,NA
Rhode Island,RI,1,2024-11-23,2024-11-30,CovidHub-ensemble,9.34346458145356,21.1914119115067,30.1526870727539,41.2538011214249,64.0405668756423,9,21,30,41,64,NA,NA
Rhode Island,RI,2,2024-11-23,2024-12-07,CovidHub-ensemble,5.28716768590091,19.5890241778248,33.0784676742554,46.9599752459215,79.6239164359502,5,20,33,47,80,NA,NA
Rhode Island,RI,3,2024-11-23,2024-12-14,CovidHub-ensemble,5.18212411098252,22.1327665262222,35.6026766967773,53.0628201518022,98.5121340066685,5,22,36,53,99,NA,NA
South Carolina,SC,-1,2024-11-23,2024-11-16,CovidHub-ensemble,46.0727758052869,110.578536247755,132.263931287926,153.807511637386,231.67605510104,46,111,132,154,232,NA,NA
South Carolina,SC,0,2024-11-23,2024-11-23,CovidHub-ensemble,32.3409285106402,65.5793796843623,89.0761752640424,114.053435962887,154.03,32,66,89,114,154,NA,NA
South Carolina,SC,1,2024-11-23,2024-11-30,CovidHub-ensemble,29.335431098938,74.9142606461039,106.422668444064,129.293440408019,199.172503471375,29,75,106,129,199,NA,NA
South Carolina,SC,2,2024-11-23,2024-12-07,CovidHub-ensemble,30.7167264134294,95.9988946418032,121.748030014022,150.405,249.04,31,96,122,150,249,NA,NA
South Carolina,SC,3,2024-11-23,2024-12-14,CovidHub-ensemble,20.8262255984635,93.1806320206196,135.137728514218,172.23967675398,297.9,21,93,135,172,298,NA,NA
South Dakota,SD,-1,2024-11-23,2024-11-16,CovidHub-ensemble,18.2793512092991,38.553719138472196,45.9935082497588,52.3638912798057,67.4188579797412,18,39,46,52,67,NA,NA
